"r no ","ACCESSION_NO","LANG_CODE","పుస్తకం పేరు ","బుక్ నేమ్ ","రచయిత ","పబ్లిషర్ ","PLACE_OF_PUB","PAGINATION","ITEM_RUPEES","YEAR_OF_PUB"
"30375","57863","TEL","పవహరిబాబా ","PAVAHARIBABA","వివేకానంద VIVEKANANDASWAMI","ANDHRAPRADESH BHARAT SEVAK SAMAJ PRACHURANALU","HYDERABAD","922.945","30","0.25"
"30378","57866","TEL","పవిత్ర ","PAVITRA","SYAMALA RANI A","NAVA JYOTHI PUBLICATIONS","VIJAYA WADA","894.82731","228","20"
"30379","57868","TEL","పవిత్ర పాపి ","PAVITRA PAPI","SUBRAHMANYAM CHALLA","MADHUPRIYA PUBLICATION","VIJAYA WADA","894.82731","364","30"
"30383","57872","TEL","పవిత్ర సన్నివేశములు ","PAVITRA SANNIVESAMULU","ముందాడ మృదుల MRUDULA MUNDADA","BHUDANA SAHITYA PRACHARA SAMITHI","HYDERABAD","361.2","94","0.5"
"30391","57880","TEL","పయన మెచటి కోయి ","PAYANA MECHATI KOYI","SUSILADEVI VINNAKOTA","NAGESWARI PUBLICATIONS","VIJAYA WADA","894.82731","236","20"
"30392","57883","TEL","పయనమే ప్రియతమా ","PAYANAME PRIYATAMA","NAGAKUMARI BOMMADEVARA","JAYARAM PUBLICATIONS","VIJAYAWADA","894.82731","475","30"
"30393","57885","TEL","పెద సంసారం (సాంఘిక నాటకము )","PEDA SAMSARAM (SANGHIKA NATAKAMU)","మలిరెడ్డి వెంకటరంగరెడ్డి VENKATARANGAREDDY MALIREDDY","ADARSHA GRANDA MANDALI","VIJAYAWADA","894.827215","96","1.25"
"30395","57887","TEL","పేదరైతు ","PEDAARAITU","GOPALARAO KADALI","ADHARMA GRANDA MANDALI","VIJAYAWADA","894.827213","99","1.5"
"30396","57888","TEL","పేదజనం శ్వేతరాత్రులు ","PEDAJANAM SWETA RATRULU","DOSTAMEVSKY F","PRAGATHI PRACHARANALAYAM","MOSCOW","891.733","227","4.5"
"30397","57889","TEL","పేదల పెన్నిధి ","PEDALA PENNIDI","PAL ENSENT","ARCHANA","HYDERABAD","241.4","78","2"
"30399","57891","TEL","పేదలకు చదువు ","PEDALAKU CHADUVU","PALO FREYURE","NEW EDUCATION","HYDERABAD","370.19","126","50"
"30400","57892","TEL","పెదంతకవి కృతులు ","PEDANTA KAVI KRUTULU","PEDANTAKAVI","RACHAITA","PAGOJILLA","894.827152","22","2"
"30402","5790","TEL","పేదరాశి పెద్దమ్మ కధలు ","PEDARASI PEDDAMMA KADALU","SATYANAND","SARITHA PUBLICATIONS","VIJAYAWADA","894.8133","80","25"
"30403","5791","TEL","పేదరాశి పెద్దమ్మ కథలు ","PEDARASI PEDDAMMA KATHALU","LAXMIKANTHA MOHAN","SARADA PRACHURANALU","SICENDRABAD","894.82732","199","10"
"30404","5792","TEL","పేదరికమా నీవు వర్ధిల్లు ","PEDARIKAMA NEEVU VARDHILLU","SAI  YEERASETTY","PALLAVI PUBLICATION","VIJAYA WADA","894.82731","184","15"
"30405","5793","TEL","పెద్ద -చిన్న ","PEDDA -CHINNA","VENKATASUBBARAO ALAPARTI","P HYMAVATHI","TENALI","894.82732","32","18"
"30408","5799","TEL","పెద్దమనుషులు ","PEDDA MANUSHULU","YAGNASASTRI SOMANCHI","ANDHRA EDUCATION SOCIETY","BOMBAY","894.827132","86","1.25"
"30409","5800","TEL","పెద్ద పెద్ద కళ్ళు ","PEDDA PEDDA KALLU","ఎ.ఎస్.హెచ్.కె.ఉపేంద్రనాథ్ UPENDRANADHA ASHK","ADARSA GRANDHA MANDALI","VIJAYAWADA","894.82732","243","4"
"30411","5802","TEL","పెద్దల పాఠాలు ","PEDDALA PATALU OKATODI","నార్ల చిరంజీవి CHIRANJEEVI NARLA","VISALANDHRA PRACHUNALAYAM","VIJAYAWADA","374","33","0.4"
"30412","5803","TEL","పెద్దలకు మాత్రమే ","PEDDALAKU MATRAME","మల్లాది వెంకటకృష్ణమూర్తి VENKATAKRISHNAMURTHI MALLADI","NAVA SAHITHI BOOK HOUSE","VIJAYAWADA","894.827","280","14"
"30413","5804","TEL","పెద్దపూర సంస్థాన చరిత్రము ","PEDDAPURA SAMSTANA CHARITRAMU","RAYAJAGATHI VARMA VATSAVAI","KONDAPALLI VEERAVENKAYYA AND SONS","RAJAHMUNDRY","954.84","172","1"
"30414","5805","TEL","పెద్దల పాఠాలు","PEDDLA PATALAU","నార్ల చిరంజీవి CHIRANJEEVI NARLA","VISHALANDHRA PRACHURANALU","VIJAYAWADA","374","282","0.4"
"30415","5806","TEL","పేక మేడలు ","PEKA MEDALU","RANGANAYAKAMMA","SWEET HOME PUBLICATIONS","VIJAYAWADA","894.827313","164","7.5"
"30416","5807","TEL","పేకాట ","PEKATA","MAHAMMAD MAHABUB ALI","DELUX PUBLICATIONS","VIJAYA WADA","795","311","25"
"30418","5809","TEL","పిల్లలకు పేర్లు ","PELLALAKU PERLU","VENKATESWARAREDDY PULIHA","NAVA JYOTHI  PUBLICATIONS","VIJAYAWADA","133.54","88","10"
"30419","58099","TEL","పెళ్ళానికి ప్రేమలేఖ ","PELLANIKI PREMA LEKHA","RANGANAYAKAMMA","SWEET HOME PUBLICATIONS","VIJAYAWADA","894.82732","138","4"
"30421","58101","TEL","పెళ్ళేందుకు ","PELLENDUKU","VENKATAPPAYYA YALAMANCHILI","MADHU GARDENS","VIJAYA WADA","144","80","3"
"30423","58103","TEL","పెళ్ళి + పిల్లలు + జీవితం ","PELLI + PILLALU + JEEVITAM","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","QUALITY PUBLISHERS","VIJYAWADA","894.82731","168","15"
"30424","58104","TEL","పెళ్ళి + పిల్లలు + జీవితం ","PELLI + PILLALU+ JEEVITAM","యద్దనపూడి సులోచనరాణి SULOCAHANA RANI YUDDANPUDI","QUALITY PUBLISHERS","VIJAYA WADA","894.82731","168","15"
"30425","58105","TEL","పెళ్ళి చేయకుండా చూడు కధలు ","PELLI CHEYYAKUNDA CHUDU KADHALU","KUTUMBARAO K","EMES CO","MACHILIPATNAM","0000","190","2"
"30426","58106","TEL","పెళ్ళి దానిపుట్టు పూర్వోత్తరాలు ","PELLI DANI PUTTU PURVOTHARALU","తాపీ ధర్మారావు DHARMARAO THAPI","VISALANDHRA PUBLISHING HOUSE","VIJAYAWADA","894.827301422","144","5"
"30427","58107","TEL","పెళ్ళి దాని పుట్టు పూర్వోత్తరాలు ","PELLI DANI PUTTU PURVOTTARALU","DHARMARAO TAPE","VISALANDHRA PUBLICATIONS","VIJAYA WADA","306","126","5"
"30430","58110","TEL","పెళ్ళి ఎవరికి ","PELLI EVARIKI","KOUSALYADEVI AREKAPUDI","NAVA JYOTHI  PUBLICATIONS","VIJAYAWADA 2","894.827","174","6"
"30431","58111","TEL","పెళ్ళి మంత్రాల బంగారం ","PELLI MANTRALA BANGARAM","SUBBARAO VENIGALLA","SAHITYA NIKETHAN","REPALLI","306","163","6"
"30432","58112","TEL","పెళ్ళి పుస్తకం ","PELLI PUSTAKAM","మల్లాది వెంకటకృష్ణమూర్తి VENKATAKRISHNAMURTHI MALLADI","NAVA SAHITHI BOOK HOUSE","VIJAYAWADA","306.8","109","15"
"30433","58113","TEL","పెళ్ళి ట్రైనింగు (రెండు ఆటలు)","PELLI TRAININGU (RENDU AATALU)","KAMఈశ్వరరావు ESWARARAO BAMIDIPAATI","ADDEPALLI  AND CO","RAJA MAHENDRAVARAMU","894.82721","108","0.12"
"30434","58114","TEL","పెళ్ళి ఎవరికి ","PELLIEVARIKI","కోడూరి కౌసల్యదేవి KOUSALYADEVI KODURI","NAVAJYOTHI BOOK CENTER","VIJAYAWADA","894.827","168","6"
"30436","58116","TEL","పేమ ","PEMA","పుచ్ఛ వెంకట్రామయ్య VENKATRAMAYYA PUCHHA","DIVYA GNANA CHANDRIKA MANDALI","VIJAYAWADA","152.4","30","0.6"
"30437","58117","TEL","పెంపుడు జంతువులు","PEMPUDU JANTHUVULU","PATHANJALI KNY","JAYARAM PUBLICATIONS","VIJAYAWADA","894.82731","235","20"
"30438","58118","TEL","పెంపుడు జంతువులు ","PEMPUDU JANTUVULU","KONERU RUBEN","NAVARATNA BOOK CENTER","V IJAYAWADA","894.827636","40","6.5"
"30439","58119","TEL","పెండెమ్ జగెదీశ్వరరావు కార్టూన్లు ","PENDEM JAGEDEఈశ్వరరావు ESWARARAO KARTUNULU","JAGADEఈశ్వరరావు ESWARARAO PENDEM","BURUGU VENKTESE","RAMAAPATNAM","741.5","79","16"
"30440","58120","TEL","పెండ్లీడు ","PENDLEEDU","వి.నాగేశ్వరలింగం NAGESWARALINGAM V","SAHITYAVANAM","TENALI","894.8273","84","3.25"
"30441","58121","TEL","పెండ్లి పాటలు ","PENDLI PATALU","SUBBARAYI PULLA","KALAHASTHI TAMMARAO","RAJAHMUNDRY","894.827167","44","0.8"
"30442","58122","TEL","పెండ్లి రాయబారము ","PENDLI RAAYABARAMU","మద్దులపల్లి వెంకట సుబ్రహ్మణ్యశాస్త్రి VENKATA SUBRAMANYASASTRI MADDULAPALLI","VAVILLA MUDRAKSHARA SALA","CHENNAPURI","894.82711","50","0.75"
"30444","58124","TEL","పెన్నేటిపాట ","PENNETIPATA","విస్వాన్ విద్యాన్ VISWAM VIDYAN","ఎమోస్కో మచిలీపట్నం","మద్రాస్","894.827132","86","3"
"30447","58127","TEL","పెన్నిది","PENNIDI","VARADARAJAN A","A VARADARAJAN","CHITTUR","894.8274","112","1"
"30448","58128","TEL","పెను మంచిలి జైన దేవుడు (మున్నగు పది కథలు )","PENU MANCHILI JAINA DEVUDU (MUNNAGUPADI KAHTALU)","కవికొండల వెంకటరావు VENKATARAO KAVIKONDALA","RACHAYITHA","RAJAMUNDRY","894.82732","82","1.4"
"30451","58131","TEL","పెనుమంచిలి జైనన దేవుడు (మున్నగు పది కథలు )","PENU MANCHILI JAINANA DEVUDU (MUNNAGU PADI KATHALU)","కవికొండలు వెంకటరావు VENKATARAO KAVIKONDALU","RACHAYITHA","RAJAMUNDRY","894.82732","82","1.4"
"30452","58132","TEL","పెరిస్త్రొయకా ","PERISTROYAKAA","GORBHACHEV","VISALANDRA PUBLISHING HOUSE","`HYDERABAD","320.5315","280","30"
"30454","58134","TEL","పెరిస్ట్రోయికా ","PERISTROYIKA","NAGAESWARAO EEDPUGOTI","VISALANDRA PRACHURANALAYAM","VIJAYA WADA","335","52","3"
"30457","58137","TEL","పర్సనల్ రివెంజ్ ","PERSONAL REVENGE","KALASAGAR","DAIMOND PUBLICATIONS","VIJAYAWADA 3","894.82731","238","36"
"30458","58138","TEL","పర్సనాలిటీ డెవలప్ మెంట్ ","PERSONALITY DEVELOPMENT","RAO TS","JP  PUBLICATIONS","VIJAYA WADA","158.1","295","80"
"30459","58139","TEL","పేష్వా నారాయణ రావు వధ ","PESHVA NARAYANA RAO VADHA","SRINIVASA RAO","ANDHRA JATHIYA GRANDHA MANDALI","KAKINADA","894.827213","88","0.12"
"30460","58140","TEL","పెట్టమరిమగడు ","PETTAMARIMAGADU","కోపల్లి వెంకటరమణరావు VENKATARAMANARAO KOPALLI","KONDAPALLI VEERA VANKAYYA AND SONS","RAJAHMUNDRY","894.827213","120","1.8"
"30461","58141","TEL","పెట్టుబడి ","PETTUBADI","KARL MARKS","MARKSTU ABHYUDAYA VEDIKIA","HYDERABAD","330.1594","261","40"
"30462","58142","TEL","పెట్టుబడి దారి విధానము దాని పరిణామము ","PETTUBADI DARI VIDHANAM DANI PARINAMAMU","LEO HYUBARMAN","TRI LINGA PUBLISHING COMPANY","VIJAYAWADA","330.122","167","1.4"
"30464","58144","TEL","పెట్టుబడి పుట్టుక ","PETTUBADI PUTTUKA","MARKS","VISALANDHRA PUBLISHING HOUSE","VIJAYAWADA","325.4","84","2"
"30465","58145","TEL","పెట్టుబడి- కార్ల్ మార్క్స్ ","PETTUBADI-CARL MARX","MALLIKHARJUNASARMA INDUVA","MARXIST ABHYUDAYA VEDIKA","HYDERABAD","335.41","261","40"
"30466","58146","TEL","పెట్టుబడిదారీ అర్ధశాస్త్రం ","PETTUBADIDARI ARDHASASTRAM","RAMA CHANDRA REDDI RACHAMALLA","PRAGATHI PRACHARANALAYAM","MOSCOW","332.041","412","7"
"30467","58147","TEL","పి జి బీజ గణితం ","PG BEEJA GANITAM","VENKATADURGAPRASAD K","TELUGU ACADAMI","HYDERABAD","512","470","52"
"30469","58149","TEL","పి జి మాత్రికలు సార్వత్రిక విలోమాలు ","PG MATRIKALU SARVATRIKA VILOMALU","SAMBAMURTHY P","TELUGU ACADAMI","HYDERABAD","512.9434","182","25"
"30471","58151","TEL","పి జి సముహవాదం  భౌతికశాస్త్రాల సమస్యలకు అనువర్తనాలు ","PG SAMUHAVADAM BHOWTHIKA SASTRALA SAMASYALAKU ANUVARTANALU","రామమోహన్ RAMAMOHANARAO K","TELUGU ACADAMI","HYDERABAD","510.1","528","100"
"30472","58152","TEL","ఫైల్స్ పిస్టులా ఫిషర్ ","PHAILS PISTULA FISHAR","SAMARAM J","NAVA BHARATH BOOK HOUSE","VIJAYAWADA","616.35","68","12"
"30473","58153","TEL","ఫలదీపిక ","PHALA DEEPIKA","KAMఈశ్వరరావు ESWARARAO UPADRUSHTA","GOLLAPUDI VEERA SWAMI SON","RAJAHMUNDRY","133.5","334","99"
"30474","58154","TEL","ఫల జాతులు ","PHALA JATHULU","శేషగిరి రావు SESHAGIRI RAO ANDHRA","ANDHRA BHUMI BOOK DEPO","మద్రాస్","635.6","372","2.8"
"30478","58158","TEL","ఫల సాయం పై మార్కెట్ పన్ను పరిశీలించవలసిన కొన్ని అంశాలు ","PHALA SAYAM PAI MARKET PANNU PARISILINCHAVALASINA KONNI AMSALU","KRISHNARAO Y V","VISALANDHRA PUBLISHING HOUSE","VIJAYAWADA","336.12","29","3"
"30480","58160","TEL","ఫలసేకరణ ","PHALA SEKHARANA","చలం CHALAM","RAMANASTAN PUBLICATIONS","TIRUVANNAMALAI","891.443","116","6"
"30481","58161","TEL","ఫాలాక్షుడు ","PHALAKSHUDU","RAMMOHANRAO SURYADEVARA","MADHUPRIYA PUBLICATIONS","VIJAYAWADA 4","894.82731","384","50"
"30482","58162","TEL","ఫల్గుణ మహత్యము ","PHALGUNA MAHATYAMU","MEENAKSHI V","VEDULA MEENAKSHI","RAJAHMUNDRY","894.827132","100","5"
"30483","58163","TEL","ఫన్ దేహాలు ","PHAN DEHALU","SHANKARA NARAYAN","MEDIA HOUSSE PRACHARNALU","HYDERABAD","894.8277","254","100"
"30484","58164","TEL","ఫణి ","PHANI","SRIRAMAMURTHY PRAKHYA","కొండపల్లి వీర వెంకయ్య సన్స్, రాజమండ్రి ","RAJAHAMANDRY","894.827214","132","2.5"
"30485","58165","TEL","ఫణిజం","PHANIJAM","M N RAI","PRAJASWAMYA PRACHURANALU","HYDEABAD","320.533","142","7"
"30486","58166","TEL","ఫర్ డీపీఈ ","PHAR DEPI","SRIHARI RAVVA","R ANANTHALAKSHMI","HYDERABAD","891.2132","41","40"
"30487","58167","TEL","ఫార్చునా ","PHARCHUNA","PHANINDHRA RAMINENI","గోపీచంద్ GOPICHAND PUBLICATIOINS","VIJAYAWADA 2","894.82731","320","40"
"30488","58168","TEL","ఫార్వర్డు బ్లాక్ ఎందుకు ","PHARVARDU BLOCK ENDUKU","SHYAM RAJU","KOLLI PARA PHARVARDU BLOCK","KOLLIPARA","320.954","36","0.4"
"30489","58169","TEL","ఫిడేలు రాగాలు డజన్","PHIDELU RAGAALU DAJAN","PATTABHI","RACHAITA","NELLORE","894.82719","38","0.6"
"30490","5817","TEL","ఫిట్టర్ ","PHITTAR","VENKATARAO NILAM","SRINIVASA ENTERPRISES","KAKINADA","670.423","358","24"
"30492","58171","TEL","ఫోటో గ్రఫీ మైక్రో ఫిల్మ్ ","PHOTO GRAPHY MICRO FILM","BALAKRISHANA V V","NAVARATNA BOOK CENTER","V IJAYAWADA","770","40","6.5"
"30493","58172","TEL","ఫోటో గ్రఫీ నేర్చుకోండ్ ","PHOTO GRAPHY NERCHUKONDI","BALA KRISHNA V V","NAVA RATNA BOOK CENTER","V IJAYAWADA","778.2","248","75"
"30494","58173","TEL","ఫోటోగ్రఫీ మైక్రోఫిలిమ్ సినిమా ","PHOTOGRAFI MICRO FILIM CINIMA","BALAKRISHNA VV","NAVARATNA BOOK  CENTER","VIJAYAWADA","778","39","6.5"
"30496","58175","TEL","సైకాలజీ ","PHYCOLOGY","రాధా RADHAKRISHNA MURTHY KANTAM NENI","DELUX PUBLICATIONS","VIJAYA WADA","150","192","16"
"30497","58176","TEL","పిచ్చి పుల్లయ్య ","PICCHI PULLAYYA","GARIKAPATI","VIJAYA SRI PUBLISHING HOUSE","VIJAYAWADA","894.827263","20","1"
"30498","58177","TEL","పిచ్చివాళ్ళ స్వర్గం ","PICCHIVALLA SWARGAM","LATHA SAHITYAM","JAYANTHI  PUBLICATIONS","VIJAYAWADA 002","894.827","168","5.5"
"30500","58179","TEL","పిచ్చపాటి (వ్యాససంపుటి )","PICHHA PATI (VYASA SAMPUTI)","నర్ల వెంకటేశ్వరరావు VENKATESWARARAO NARLA","SARADA PUBLICATIONS","మద్రాస్","080.954","133","1.8"
"30502","58180","TEL","పిచ్చివాళ్ల స్వర్గం ","PICHHIVALLA SWARGAM","LATHA","JAYANTHI PUBLICATION","VIJAYAWADA","894.82731","168","3.5"
"30504","58182","TEL","పిచ్చుకల పుట్టుదల ","PICHHUKALA PUTTUDALA","RAVIKUMAR T","LAXMI SHIRISHA BOOK SUPLAYARS","VIJAYAWADA","894.82732","24","15"
"30506","58184","TEL","పిదపర్తివారి కధలు ","PIDAPARTIVARI KADHALU","శాస్త్రులు SASTURLU","PV SOMAAYAJULU","EAST GODAVARI","894.82732","65","0.75"
"30507","58185","TEL","పిదపర్తి వారి పంచాంగం ","PIDAPATHI VARI PANCHANGAM","CHINAకృష్ణ శాస్త్రి KRISHNA SASTRI VADAPARTHI","V G S PUBLISHERS","V IJAYAWADA 1","133.55","96","12"
"30508","58186","TEL","పిడికెడు మెతుకులు ","PIDEKEDU METHUKULU","GARIKA PATI","SRI KRANTHI BOOK HOUSE","VIJAYA WADA","894.827","95","8"
"30509","58187","TEL","పిడికెడు మెతుకులు ","PIDIKEDU METUKULU","GARIKAPATI","SRI KRANTHI BOOK HOUSE","VIJAYA WADA","894.827213","95","8"
"30510","58188","TEL","పిడుగు ","PIDUGU","AVM","MAHALAXMI BOOK ENTERPRISES","VIJAYAWADA","894.827808","120","12"
"30511","58189","TEL","పిడుగుదేవరకధ ","PIDUGUDEVARAKADHA","NALINI NMOHAN MAHIDAR","HYDERABAD BOOK TRUST","HYDERABAD","551","128","12"
"30513","58190","TEL","పిల్లల పాటలు కథలు ","PILLA PATALU KATHALU","SBHA K","VISALANDHRA PUBLISHING HOUSE","HYDERABAD","894.8271","59","20"
"30514","58191","TEL","పిల్లల అలవాట్లు ","PILLALA ALAVATLU","ARYA KHASH","PRAJA SAKTHI BOOK HOUSE","HYDERABAD","179.2","87","25"
"30519","58196","TEL","పిల్లల ఆరోగ్యం ","PILLALA AROGYAM","SAMARAM G","NAVA BHARAT BOOK HOUSE","VIJAYAWADA","613.96","249","20"
"30520","58197","TEL","పిల్లల ఆటల పుస్తకం ","PILLALA ATALA PUSTAKAM","మల్లాది వెంకటకృష్ణమూర్తి VENKATAKRISHNAMURTHI MALLADI","NAVA SAHITHI BOOK HOUSE","VIJAYAWADA","793.01922","108","15"
"30521","58198","TEL","పిల్లల భారత వీరంగనలు ","PILLALA BHARATA VEERANGANALU","KRUTAVASA TIRDHULU","KALAHASTHI PARVATHISAM AND SONS","RAJAMAHENDRAVARAM","720.054","108","7.5"
